time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-23 00:00:00+00:00,77,26,21,12
2026-04-24 00:00:00+00:00,66,24,22,12
2026-04-25 00:00:00+00:00,71,21,5,4
2026-04-26 00:00:00+00:00,39,15,11,9
2026-04-27 00:00:00+00:00,29,11,14,10
2026-04-28 00:00:00+00:00,15,6,11,9
2026-04-29 00:00:00+00:00,20,9,9,9
2026-04-30 00:00:00+00:00,40,13,7,7
2026-05-01 00:00:00+00:00,52,13,18,13
2026-05-02 00:00:00+00:00,52,13,23,11
2026-05-03 00:00:00+00:00,16,7,19,15
2026-05-04 00:00:00+00:00,17,8,14,9
2026-05-05 00:00:00+00:00,18,7,15,10
2026-05-06 00:00:00+00:00,17,7,15,9
